kms_driven,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
44669,19.1,1197.0,83.79,858.0,3.79
28500,20.7,1197.0,83.79,8186.0,5.45
44800,19.1,1197.0,83.79,858.0,3.81
44275,21.21,1197.0,83.79,8180.0,3.75
27012,21.21,1197.0,83.79,8180.0,5.45
35629,20.52,1197.0,83.79,8180.0,4.25
37009,23.95,998.0,69.86000000000001,6705.0,2.75
28000,16.95,1197.0,83.79,789.0,2.7
46022,19.81,1086.0,76.02000000000001,6805.0,2.35
22302,17.5,1373.0,96.11000000000001,911.0,6.9
17024,22.7,799.0,55.93000000000001,5364.0,2.72
71649,23.59,1364.0,95.48,6704.0,3.32
44999,16.78,1496.0,104.72000000000001,8873.0,3.74
78106,19.87,1461.0,102.27000000000001,838.0,5.1
35080,18.27,998.0,69.86000000000001,11835.0,8.99
43000,18.5,1197.0,83.79,8285.0,3.49
30000,18.9,1197.0,83.79,8186.0,4.25
42364,17.45,1493.0,104.51,100.0,4.5
54000,18.7,1199.0,83.93,887.0,3.95
45000,17.5,1298.0,90.86000000000001,858.0,2.25
44018,19.1,1197.0,83.79,858.0,3.45
18500,16.5,1799.0,125.93,13946.0,12.9
43002,17.92,1086.0,76.02000000000001,621.0,1.75
64275,19.67,1582.0,110.74000000000001,1262.0,6.28
63663,16.78,1496.0,104.72000000000001,8873.0,3.41
60545,17.8,1497.0,104.79,1173.0,5.55
85602,17.8,1198.0,83.86000000000001,867.0,3.33
35902,15.04,2755.0,192.85000000000002,1745.0,28.0
87172,15.8,1591.0,111.37,1213.0,7.88
52950,16.47,1198.0,83.86000000000001,739.0,3.72
42005,17.01,1591.0,111.37,1213.0,4.71
64000,15.8,1591.0,111.37,1213.0,8.25
32000,17.0,1591.0,111.37,1213.0,8.25
65000,15.8,1591.0,111.37,1213.0,8.5
21000,14.59,1999.0,139.93,14992.0,8.85
39450,14.28,1798.0,125.86000000000001,13803.0,8.15
32000,14.59,1999.0,139.93,14992.0,8.85
60314,17.5,1199.0,83.93,887.0,5.75
65000,28.09,1248.0,87.36000000000001,8850.0,5.25
78019,19.67,1582.0,110.74000000000001,1262.0,6.39
42970,16.42,1498.0,104.86000000000001,10455.0,7.64
24100,20.52,1197.0,83.79,8180.0,4.74
51123,21.4,1197.0,83.79,831.0,4.71
66000,16.8,1395.0,97.65,13802.0,5.95
71842,22.54,1396.0,97.72000000000001,8876.0,5.29
91000,26.0,1498.0,104.86000000000001,986.0,3.95
51334,21.9,1396.0,97.72000000000001,8876.0,2.8
45000,22.41,1197.0,83.79,8850.0,3.6
44000,13.17,1999.0,139.93,114.0,3.95
60545,17.4,1497.0,104.79,1173.0,5.5
68619,19.1,1197.0,83.79,858.0,3.44
34452,14.16,1968.0,137.76000000000002,1743.0,16.75
40326,24.0,1186.0,83.02000000000001,7397.0,5.22
40021,19.02,1198.0,83.86000000000001,6705.0,3.92
44508,19.69,1198.0,83.86000000000001,6704.0,3.38
58958,14.5,1797.0,125.79,1475.0,5.25
44000,20.89,1197.0,83.79,8180.0,4.65
48188,17.03,1462.0,102.34,10326.0,8.25
55000,20.36,1197.0,83.79,789.0,1.51
23000,17.01,1582.0,110.74000000000001,1262.0,10.5
38502,13.96,1451.0,101.57000000000001,141.0,13.75
35000,19.67,1582.0,110.74000000000001,1262.0,7.5
43487,16.5,1353.0,94.71000000000001,13808.0,13.5
32000,24.3,1248.0,87.36000000000001,885.0,7.5
14400,17.9,2143.0,150.01000000000002,136.0,24.0
60467,19.0,998.0,69.86000000000001,661.0,2.8
65017,19.81,1086.0,76.02000000000001,6805.0,2.25
38015,21.21,1197.0,83.79,8180.0,5.47
49134,17.71,1197.0,83.79,789.0,4.42
37100,21.79,998.0,69.86000000000001,6705.0,3.1
69977,20.28,998.0,69.86000000000001,11841.0,8.69
16937,19.34,1198.0,83.86000000000001,7594.0,3.25
51441,15.1,2179.0,152.53,15287.0,10.71
53947,21.21,1197.0,83.79,8180.0,5.62
30000,16.5,1353.0,94.71000000000001,13808.0,13.2
40909,18.6,1197.0,83.79,8183.0,4.35
70000,18.49,1493.0,104.51,100.0,5.75
69000,17.5,1197.0,83.79,858.0,2.25
28662,18.7,1199.0,83.93,887.0,3.85
46912,14.6,1956.0,136.92000000000002,16767.0,16.25
65000,15.04,1598.0,111.86000000000001,1036.0,2.5
40238,19.27,2143.0,150.01000000000002,170.0,12.5
52000,21.66,1498.0,104.86000000000001,10862.0,4.45
22873,20.3,1086.0,76.02000000000001,6805.0,4.73
77389,19.0,998.0,69.86000000000001,661.0,2.27
32000,22.0,1197.0,83.79,8180.0,5.3
88935,21.66,1498.0,104.86000000000001,10352.0,4.85
53681,19.69,1198.0,83.86000000000001,6704.0,3.04
60000,15.96,2523.0,176.61,621.0,5.65
49441,21.19,1396.0,97.72000000000001,8873.0,4.89
41000,13.68,2393.0,167.51000000000002,1478.0,16.95
23838,20.65,1462.0,102.34,10325.0,8.85
26719,16.4,1896.0,132.72,90.0,7.89
27236,18.49,1493.0,104.51,100.0,6.5
41080,25.1,1498.0,104.86000000000001,986.0,5.9
72793,23.59,1364.0,95.48,6704.0,4.55
64000,20.36,1197.0,83.79,789.0,2.35
32002,20.89,1197.0,83.79,8180.0,4.41
30000,22.69,1995.0,139.65,190.0,16.0
20827,20.52,1197.0,83.79,8180.0,4.6
16683,14.6,1956.0,136.92000000000002,16767.0,19.24
32230,18.9,1197.0,83.79,8186.0,5.13
23748,20.7,1197.0,83.79,8186.0,6.55
13513,18.3,1199.0,83.93,8876.0,7.65
12952,17.05,1199.0,83.93,11835.0,10.99
22672,18.9,1197.0,83.79,82.0,3.84
23000,18.9,998.0,69.86000000000001,671.0,2.9
41048,18.6,1197.0,83.79,8183.0,5.48
34000,16.0,1368.0,95.76,16077.0,17.5
40000,21.4,1197.0,83.79,831.0,4.7
30000,18.76,1462.0,102.34,10326.0,11.4
22700,18.9,1197.0,83.79,8186.0,5.45
29146,13.0,1591.0,111.37,1213.0,11.35
35925,20.36,1197.0,83.79,789.0,3.14
57999,21.79,998.0,69.86000000000001,6705.0,4.59
14352,21.4,1197.0,83.79,831.0,5.87
49999,22.8,1373.0,96.11000000000001,809.0,6.34
21194,21.4,1197.0,83.79,831.0,6.37
24000,24.3,1248.0,87.36000000000001,885.0,9.95
13519,21.01,1197.0,83.79,8180.0,6.94
45017,13.0,1591.0,111.37,1213.0,8.75
78308,22.0,1197.0,83.79,8180.0,3.57
79852,18.2,1199.0,83.93,887.0,5.69
18049,21.1,814.0,56.980000000000004,552.0,3.15
19500,19.87,999.0,69.93,11398.0,16.21
22316,18.9,1197.0,83.79,82.0,4.54
35000,19.56,1197.0,83.79,8180.0,8.45
38671,17.8,1497.0,104.79,1173.0,6.25
65000,17.97,1498.0,104.86000000000001,9961.0,2.95
68000,16.9,1395.0,97.65,14751.0,24.99
17536,18.27,998.0,69.86000000000001,11835.0,9.7
30400,18.7,1199.0,83.93,887.0,5.35
80100,23.65,1248.0,87.36000000000001,885.0,6.25
19000,20.09,1199.0,83.93,8482.0,7.45
87900,22.32,1582.0,110.74000000000001,12632.0,6.5
16100,20.89,1197.0,83.79,8180.0,6.44
48650,23.59,1364.0,95.48,6706.0,5.25
29252,14.8,1591.0,111.37,1213.0,11.05
19446,18.2,1199.0,83.93,887.0,6.5
26500,26.11,1462.0,102.34,8663.0,11.5
49000,17.5,1199.0,83.93,887.0,5.85
34756,20.85,1197.0,83.79,8314.0,6.1
