kms_driven,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
22711,19.89,1462.0,1462.0,10165.0,11.35
90576,18.9,1197.0,1197.0,82.0,3.37
44000,17.0,2987.0,2987.0,2548.0,44.0
49000,1197.0,8180.0,8180.0,113.0,4.25
40678,18.27,998.0,998.0,11835.0,9.24
32000,998.0,6704.0,6704.0,90.0,2.2
27500,19.01,1462.0,1462.0,10326.0,10.5
92539,18.6,1197.0,1197.0,8183.0,5.28
21000,15.3,1998.0,1998.0,25479.0,48.0
6000,21.4,1197.0,1197.0,831.0,6.95
5000,1999.0,19713.0,19713.0,380.0,26.5
16570,23.84,1199.0,1199.0,8383.0,5.23
11000,21.79,998.0,998.0,6705.0,5.75
39791,17.5,1199.0,1199.0,887.0,6.92
138000,16.0,2179.0,2179.0,140.0,6.95
3000,8.13,3982.0,3982.0,57663.0,4.0
94176,1197.0,8850.0,8850.0,113.0,2.67
11000,12.5,3604.0,3604.0,420.0,1.47
30000,16.1,1353.0,1353.0,138.0,13.25
49594,18.47,1498.0,1498.0,14751.0,13.37
60000,16.47,1198.0,1198.0,739.0,2.7
76441,19.4,1198.0,1198.0,868.0,3.26
75000,11.74,2987.0,2987.0,2548.0,17.75
53000,21.79,998.0,998.0,6705.0,3.95
56572,15.29,1591.0,1591.0,1213.0,9.31
27210,21.01,1197.0,1197.0,8180.0,6.0
56000,9.7,2996.0,2996.0,32855.0,45.75
62677,18.6,1197.0,1197.0,8183.0,4.92
18000,22.35,1197.0,1197.0,8850.0,7.5
35000,20.37,1995.0,1995.0,18774.0,45.0
5000,1999.0,19713.0,19713.0,380.0,26.5
16570,23.84,1199.0,1199.0,8383.0,5.23
11000,21.79,998.0,998.0,6705.0,5.75
39791,17.5,1199.0,1199.0,887.0,6.92
138000,16.0,2179.0,2179.0,140.0,6.95
3000,8.13,3982.0,3982.0,57663.0,4.0
94176,1197.0,8850.0,8850.0,113.0,2.67
11000,12.5,3604.0,3604.0,420.0,1.47
30000,16.1,1353.0,1353.0,138.0,13.25
49594,18.47,1498.0,1498.0,14751.0,13.37
60000,16.47,1198.0,1198.0,739.0,2.7
76441,19.4,1198.0,1198.0,868.0,3.26
75000,11.74,2987.0,2987.0,2548.0,17.75
53000,21.79,998.0,998.0,6705.0,3.95
56572,15.29,1591.0,1591.0,1213.0,9.31
27210,21.01,1197.0,1197.0,8180.0,6.0
56000,9.7,2996.0,2996.0,32855.0,45.75
62677,18.6,1197.0,1197.0,8183.0,4.92
18000,22.35,1197.0,1197.0,8850.0,7.5
35000,20.37,1995.0,1995.0,18774.0,45.0
38000,13.38,2993.0,2993.0,26150.0,46.21
109495,20.37,1461.0,1461.0,10849.0,6.53
54214,236.92727741935482,14724716375.998064,14724716375.998064,14239.891542930924,2.55
43600,17.11,1968.0,1968.0,17433.0,11.9
30000,12.6,1950.0,1950.0,194.0,37.5
45240,25.1,1248.0,1248.0,885.0,7.34
3600,22.5,999.0,999.0,67.0,3.45
36000,8.13,2925.0,2925.0,28161.0,2.05
59090,21.01,1197.0,1197.0,8180.0,6.42
126000,15.73,1968.0,1968.0,17433.0,6.5
70717,18.9,1197.0,1197.0,82.0,3.86
65000,7.81,5461.0,5461.0,3629.0,47.5
73086,17.4,1497.0,1497.0,1173.0,3.75
51690,17.33,1199.0,1199.0,11835.0,8.52
49000,20.68,1995.0,1995.0,188.0,19.45
25000,15.0,1991.0,1991.0,1944.0,49.75
23592,20.3,1086.0,1086.0,68.0,4.71
69000,17.4,1497.0,1497.0,1173.0,4.9
70000,14.8,1591.0,1591.0,1213.0,7.95
3500,2999.0,36207.0,36207.0,500.0,1.78
64155,19.4,1198.0,1198.0,868.0,3.18
38000,20.0,2143.0,2143.0,1073.0,17.49
68018,20.14,1197.0,1197.0,8186.0,4.12
14000,19.39,1462.0,1462.0,10164.0,19.9
29846,17.5,1199.0,1199.0,887.0,7.6
26092,23.84,1199.0,1199.0,8383.0,4.5
50823,1197.0,8180.0,8180.0,113.0,5.5
5200,10.31,2998.0,2998.0,33525.0,69.75
36050,17.3,1497.0,1497.0,121.0,8.99
90932,18.0,1497.0,1497.0,1176.0,7.86
53000,14.6,1956.0,1956.0,16767.0,20.0
11848,12.6,1950.0,1950.0,194.0,39.9
73580,17.3,1497.0,1497.0,1173.0,4.66
22600,16.0,1368.0,1368.0,160.0,14.9
36000,18.25,1968.0,1968.0,18774.0,27.5
44275,1497.0,8877.0,8877.0,200.0,6.2
52000,18.6,1197.0,1197.0,8186.0,6.25
30000,1995.0,188.0,188.0,400.0,18.2
26000,14.08,1956.0,1956.0,16767.0,20.0
45239,20.73,1373.0,1373.0,911.0,6.33
51000,13.7,1991.0,1991.0,183.0,21.0
102973,24.3,1248.0,1248.0,885.0,7.99
87000,18.53,1968.0,1968.0,18774.0,19.0
40000,19.1,1197.0,1197.0,858.0,3.7
63952,18.9,1197.0,1197.0,82.0,3.55
58000,15.1,2179.0,2179.0,15287.0,12.0
7000,9.8,2995.0,2995.0,340.0,1.12
46310,17.0,1198.0,1198.0,1085.0,8.74
42000,11.67,1451.0,1451.0,141.0,16.0
94498,17.8,1497.0,1497.0,1173.0,5.81
9300,11.2,1969.0,1969.0,250.0,66.0
37000,13.38,2993.0,2993.0,26150.0,71.99
144234,25.5,1498.0,1498.0,986.0,5.52
48000,20.85,1197.0,1197.0,8314.0,5.1
19000,15.8,1997.0,1997.0,24674.0,80.0
114658,18.6,1197.0,1197.0,8183.0,5.21
71000,17.11,1968.0,1968.0,17433.0,12.65
8000,1197.0,8850.0,8850.0,113.0,5.95
26000,14.08,1956.0,1956.0,16767.0,20.0
45239,20.73,1373.0,1373.0,911.0,6.33
51000,13.7,1991.0,1991.0,183.0,21.0
102973,24.3,1248.0,1248.0,885.0,7.99
87000,18.53,1968.0,1968.0,18774.0,19.0
40000,19.1,1197.0,1197.0,858.0,3.7
63952,18.9,1197.0,1197.0,82.0,3.55
58000,15.1,2179.0,2179.0,15287.0,12.0
7000,9.8,2995.0,2995.0,340.0,1.12
46310,17.0,1198.0,1198.0,1085.0,8.74
42000,11.67,1451.0,1451.0,141.0,16.0
94498,17.8,1497.0,1497.0,1173.0,5.81
9300,11.2,1969.0,1969.0,250.0,66.0
37000,13.38,2993.0,2993.0,26150.0,71.99
144234,25.5,1498.0,1498.0,986.0,5.52
48000,20.85,1197.0,1197.0,8314.0,5.1
19000,15.8,1997.0,1997.0,24674.0,80.0
114658,18.6,1197.0,1197.0,8183.0,5.21
71000,17.11,1968.0,1968.0,17433.0,12.65
8000,1197.0,8850.0,8850.0,113.0,5.95
28000,16.55,1995.0,1995.0,1877.0,39.9
38616,17.5,1199.0,1199.0,887.0,7.41
30000,15.1,1798.0,1798.0,178.0,21.5
33093,18.6,1197.0,1197.0,8183.0,6.81
33000,17.05,1995.0,1995.0,184.0,29.0
57000,11.36,2755.0,2755.0,1715.0,17.5
75206,19.87,1461.0,1461.0,838.0,6.49
40000,16.0,1368.0,1368.0,160.0,15.0
42000,17.9,2143.0,2143.0,136.0,17.6
96241,18.9,1197.0,1197.0,82.0,3.77
34214,26.11,1462.0,1462.0,8663.0,12.75
55818,20.73,1373.0,1373.0,911.0,6.61
80000,15.8,1997.0,1997.0,24674.0,68.0
40000,26.6,998.0,998.0,5816.0,4.0
70516,998.0,671.0,671.0,90.0,3.11
48000,20.52,1197.0,1197.0,8180.0,5.75
94000,20.37,1995.0,1995.0,18774.0,16.9
80627,15.29,1591.0,1591.0,1213.0,8.16
49000,14.3,1598.0,1598.0,10352.0,5.25
32000,1995.0,188.0,188.0,400.0,18.2
19000,18.8,3456.0,3456.0,25881.0,82.0
53311,17.5,1199.0,1199.0,887.0,6.75
70000,18.6,1197.0,1197.0,8186.0,5.85
108836,18.6,1197.0,1197.0,8183.0,4.49
40000,15.97,2993.0,2993.0,258.0,42.5
120000,24.3,1248.0,1248.0,885.0,6.0
44525,19.12,1373.0,1373.0,911.0,6.93
31500,1995.0,188.0,188.0,400.0,19.5
80000,15.97,2993.0,2993.0,258.0,26.5
64862,17.5,1199.0,1199.0,887.0,6.07
100000,16.8,1497.0,1497.0,1163.0,2.95
63839,21.4,1197.0,1197.0,831.0,5.59
14000,2996.0,38487.0,38487.0,520.0,81.9
50000,18.9,1197.0,1197.0,82.0,3.75
113820,20.0,1497.0,1497.0,115.0,7.89
110000,28.09,1248.0,1248.0,885.0,5.0
31000,15.8,1591.0,1591.0,1213.0,8.65
97610,28.4,1248.0,1248.0,7402.0,5.64
44000,17.5,1498.0,1498.0,996.0,6.25
34496,12.6,1950.0,1950.0,194.0,39.0
16000,2925.0,3260000000000.0,3260000000000.0,700.0,1.32
75163,21.4,1197.0,1197.0,831.0,5.14
6900,20.65,1462.0,1462.0,10325.0,10.25
89961,18.0,1198.0,1198.0,867.0,3.74
4000,19.62,1995.0,1995.0,18740.0,54.0
54000,14.6,1956.0,1956.0,16767.0,17.5
58740,21.21,1197.0,1197.0,8180.0,5.99
100000,11.36,2755.0,2755.0,1715.0,15.5
18700,15.8,1997.0,1997.0,24674.0,83.0
83690,17.8,1198.0,1198.0,867.0,4.54
11000,15.0,1991.0,1991.0,1944.0,50.0
50900,17.71,1197.0,1197.0,789.0,2.95
25000,16.1,1950.0,1950.0,19176.0,64.0
78651,18.9,1197.0,1197.0,82.0,3.79
50000,21.56,1462.0,1462.0,10325.0,7.5
9818,19.4,999.0,999.0,11398.0,13.9
49230,25.1,1248.0,1248.0,885.0,8.7
65000,17.0,1591.0,1591.0,1213.0,8.85
69000,20.68,1995.0,1995.0,188.0,19.9
16000,2925.0,3260000000000.0,3260000000000.0,700.0,1.32
75163,21.4,1197.0,1197.0,831.0,5.14
6900,20.65,1462.0,1462.0,10325.0,10.25
89961,18.0,1198.0,1198.0,867.0,3.74
4000,19.62,1995.0,1995.0,18740.0,54.0
54000,14.6,1956.0,1956.0,16767.0,17.5
58740,21.21,1197.0,1197.0,8180.0,5.99
100000,11.36,2755.0,2755.0,1715.0,15.5
18700,15.8,1997.0,1997.0,24674.0,83.0
83690,17.8,1198.0,1198.0,867.0,4.54
11000,15.0,1991.0,1991.0,1944.0,50.0
50900,17.71,1197.0,1197.0,789.0,2.95
25000,16.1,1950.0,1950.0,19176.0,64.0
78651,18.9,1197.0,1197.0,82.0,3.79
50000,21.56,1462.0,1462.0,10325.0,7.5
9818,19.4,999.0,999.0,11398.0,13.9
49230,25.1,1248.0,1248.0,885.0,8.7
65000,17.0,1591.0,1591.0,1213.0,8.85
69000,20.68,1995.0,1995.0,188.0,19.9
67000,17.1,1956.0,1956.0,170.0,10.9
76685,17.0,1497.0,1497.0,12131.0,6.95
30000,1995.0,188.0,188.0,400.0,19.5
101954,20.45,1461.0,1461.0,1085.0,6.68
42000,10.91,3198.0,3198.0,197.0,24.5
42000,18.7,1199.0,1199.0,887.0,5.45
68897,18.9,1197.0,1197.0,82.0,5.0
30000,1995.0,188.0,188.0,400.0,19.5
26000,13.32,1998.0,1998.0,25479.0,65.0
105568,23.65,1248.0,1248.0,885.0,4.63
54000,12.62,2198.0,2198.0,158.0,24.0
61383,18.15,998.0,998.0,11835.0,9.63
75000,19.27,2143.0,2143.0,170.0,18.5
32000,1995.0,188.0,188.0,400.0,19.5
77130,15.5,1198.0,1198.0,867.0,4.0
56426,18.0,1969.0,1969.0,190.0,29.9
75000,14.75,2967.0,2967.0,245.0,39.9
69018,20.73,1373.0,1373.0,911.0,5.75
57000,19.67,1582.0,1582.0,1262.0,10.75
76000,15.8,1591.0,1591.0,1213.0,9.3
67000,17.1,1956.0,1956.0,170.0,10.9
76685,17.0,1497.0,1497.0,12131.0,6.95
30000,1995.0,188.0,188.0,400.0,19.5
101954,20.45,1461.0,1461.0,1085.0,6.68
42000,10.91,3198.0,3198.0,197.0,24.5
42000,18.7,1199.0,1199.0,887.0,5.45
68897,18.9,1197.0,1197.0,82.0,5.0
30000,1995.0,188.0,188.0,400.0,19.5
26000,13.32,1998.0,1998.0,25479.0,65.0
105568,23.65,1248.0,1248.0,885.0,4.63
54000,12.62,2198.0,2198.0,158.0,24.0
61383,18.15,998.0,998.0,11835.0,9.63
75000,19.27,2143.0,2143.0,170.0,18.5
32000,1995.0,188.0,188.0,400.0,19.5
77130,15.5,1198.0,1198.0,867.0,4.0
56426,18.0,1969.0,1969.0,190.0,29.9
75000,14.75,2967.0,2967.0,245.0,39.9
69018,20.73,1373.0,1373.0,911.0,5.75
57000,19.67,1582.0,1582.0,1262.0,10.75
76000,15.8,1591.0,1591.0,1213.0,9.3
29000,1451.0,141.0,141.0,250.0,16.5
65710,18.15,998.0,998.0,11835.0,8.66
51763,24.3,1248.0,1248.0,885.0,8.0
19133,18.55,1462.0,1462.0,10325.0,9.74
22000,12.95,1999.0,1999.0,15288.0,19.25
145000,12.55,2982.0,2982.0,1685.0,18.0
42733,20.73,1373.0,1373.0,911.0,6.82
30300,17.84,1395.0,1395.0,14751.0,24.8
14000,1991.0,30173.0,30173.0,400.0,48.5
59215,19.87,1461.0,1461.0,838.0,7.8
22000,7.81,2996.0,2996.0,36207.0,93.0
91724,14.8,1591.0,1591.0,1213.0,10.76
52000,12.9,2755.0,2755.0,1745.0,25.5
19900,18.8,3456.0,3456.0,25881.0,82.0
72503,998.0,671.0,671.0,90.0,3.21
1796,285.0,17.0,17.0,5.0,16.5
38000,16.34,1950.0,1950.0,24138.0,69.5
67633,28.09,1248.0,1248.0,885.0,6.61
45000,17.09,2993.0,2993.0,2614.0,43.0
61000,18.0,1198.0,1198.0,867.0,4.6
29000,1451.0,141.0,141.0,250.0,16.5
65710,18.15,998.0,998.0,11835.0,8.66
51763,24.3,1248.0,1248.0,885.0,8.0
19133,18.55,1462.0,1462.0,10325.0,9.74
22000,12.95,1999.0,1999.0,15288.0,19.25
145000,12.55,2982.0,2982.0,1685.0,18.0
42733,20.73,1373.0,1373.0,911.0,6.82
30300,17.84,1395.0,1395.0,14751.0,24.8
14000,1991.0,30173.0,30173.0,400.0,48.5
59215,19.87,1461.0,1461.0,838.0,7.8
22000,7.81,2996.0,2996.0,36207.0,93.0
91724,14.8,1591.0,1591.0,1213.0,10.76
52000,12.9,2755.0,2755.0,1745.0,25.5
19900,18.8,3456.0,3456.0,25881.0,82.0
72503,998.0,671.0,671.0,90.0,3.21
1796,285.0,17.0,17.0,5.0,16.5
38000,16.34,1950.0,1950.0,24138.0,69.5
67633,28.09,1248.0,1248.0,885.0,6.61
45000,17.09,2993.0,2993.0,2614.0,43.0
61000,18.0,1198.0,1198.0,867.0,4.6
30000,19.27,2143.0,2143.0,170.0,27.5
103030,15.63,1499.0,1499.0,1104.0,6.82
19123,19.01,1462.0,1462.0,1032.0,10.25
70767,15.1,2179.0,2179.0,15287.0,11.6
25000,15.0,1991.0,1991.0,1944.0,49.75
58525,15.29,1591.0,1591.0,1213.0,8.5
77353,21.4,1197.0,1197.0,831.0,5.2
59200,21.4,1197.0,1197.0,831.0,6.25
25000,1950.0,24138.0,24138.0,500.0,79.9
99230,25.1,1248.0,1248.0,885.0,6.55
80000,18.6,1197.0,1197.0,8183.0,5.25
50840,20.73,1373.0,1373.0,911.0,6.72
1000,16.9,1496.0,1496.0,20115.0,59.75
150000,15.6,1497.0,1497.0,1163.0,4.5
111142,21.4,1197.0,1197.0,831.0,5.01
133477,11.7,1796.0,1796.0,178.0,8.5
23000,2755.0,20115.0,20115.0,500.0,43.0
120802,25.1,1248.0,1248.0,885.0,5.97
41000,14.08,1956.0,1956.0,16767.0,20.0
50000,19.16,2494.0,2494.0,1577.0,12.5
30000,19.27,2143.0,2143.0,170.0,27.5
103030,15.63,1499.0,1499.0,1104.0,6.82
19123,19.01,1462.0,1462.0,1032.0,10.25
70767,15.1,2179.0,2179.0,15287.0,11.6
25000,15.0,1991.0,1991.0,1944.0,49.75
58525,15.29,1591.0,1591.0,1213.0,8.5
77353,21.4,1197.0,1197.0,831.0,5.2
59200,21.4,1197.0,1197.0,831.0,6.25
25000,1950.0,24138.0,24138.0,500.0,79.9
99230,25.1,1248.0,1248.0,885.0,6.55
80000,18.6,1197.0,1197.0,8183.0,5.25
50840,20.73,1373.0,1373.0,911.0,6.72
1000,16.9,1496.0,1496.0,20115.0,59.75
150000,15.6,1497.0,1497.0,1163.0,4.5
111142,21.4,1197.0,1197.0,831.0,5.01
133477,11.7,1796.0,1796.0,178.0,8.5
23000,2755.0,20115.0,20115.0,500.0,43.0
120802,25.1,1248.0,1248.0,885.0,5.97
41000,14.08,1956.0,1956.0,16767.0,20.0
50000,19.16,2494.0,2494.0,1577.0,12.5
7900,13.5,2925.0,2925.0,28161.0,1.5
42334,20.04,1462.0,1462.0,10325.0,8.29
150000,15.6,1497.0,1497.0,1163.0,4.25
98275,20.85,1197.0,1197.0,8314.0,3.97
57500,13.33,2995.0,2995.0,33525.0,1.8
65000,17.5,1199.0,1199.0,887.0,6.85
52235,17.0,1591.0,1591.0,1213.0,7.45
50158,17.4,1497.0,1497.0,1173.0,6.95
34000,16.1,1950.0,1950.0,1917.0,44.9
69820,17.5,1498.0,1498.0,996.0,5.44
71000,11.36,2755.0,2755.0,1715.0,20.5
82415,20.89,1197.0,1197.0,8180.0,5.34
70000,11.0,2987.0,2987.0,258.0,51.5
150000,15.6,1497.0,1497.0,1163.0,4.5
71070,19.6,1461.0,1461.0,10845.0,7.22
83000,14.8,1595.0,1595.0,12069.0,12.65
107834,18.27,998.0,998.0,11835.0,7.99
55000,21.01,1197.0,1197.0,8180.0,6.75
55000,9.7,2996.0,2996.0,32855.0,45.45
7900,13.5,2925.0,2925.0,28161.0,1.5
42334,20.04,1462.0,1462.0,10325.0,8.29
150000,15.6,1497.0,1497.0,1163.0,4.25
98275,20.85,1197.0,1197.0,8314.0,3.97
57500,13.33,2995.0,2995.0,33525.0,1.8
65000,17.5,1199.0,1199.0,887.0,6.85
52235,17.0,1591.0,1591.0,1213.0,7.45
50158,17.4,1497.0,1497.0,1173.0,6.95
34000,16.1,1950.0,1950.0,1917.0,44.9
69820,17.5,1498.0,1498.0,996.0,5.44
71000,11.36,2755.0,2755.0,1715.0,20.5
82415,20.89,1197.0,1197.0,8180.0,5.34
70000,11.0,2987.0,2987.0,258.0,51.5
150000,15.6,1497.0,1497.0,1163.0,4.5
71070,19.6,1461.0,1461.0,10845.0,7.22
83000,14.8,1595.0,1595.0,12069.0,12.65
107834,18.27,998.0,998.0,11835.0,7.99
55000,21.01,1197.0,1197.0,8180.0,6.75
55000,9.7,2996.0,2996.0,32855.0,45.45
25000,11.2,2400.0,2400.0,215.0,52.0
48539,1197.0,8580.0,8580.0,114.0,3.21
65000,16.8,1497.0,1497.0,1163.0,6.25
86916,18.9,1197.0,1197.0,82.0,3.68
11000,18.8,3456.0,3456.0,259.0,66.0
108662,17.0,1198.0,1198.0,1085.0,7.12
130000,15.6,1497.0,1497.0,1163.0,4.5
29000,10.63,2979.0,2979.0,410.0,71.0
63307,18.9,1197.0,1197.0,8186.0,5.44
84000,16.38,1995.0,1995.0,18246.0,15.9
101927,21.4,1197.0,1197.0,831.0,5.14
31900,16.47,1998.0,1998.0,231.0,31.0
76000,12.0,1991.0,1991.0,18103.0,23.9
40775,20.04,1462.0,1462.0,10325.0,8.14
18346,13.5,2925.0,2925.0,28161.0,97.0
46001,2925.0,3260000000000.0,3260000000000.0,700.0,1.06
59710,25.1,1248.0,1248.0,885.0,7.8
40000,17.4,1497.0,1497.0,1176.0,10.95
76000,2987.0,1652243800.0,1652243800.0,510.0,19.99
25000,11.2,2400.0,2400.0,215.0,52.0
48539,1197.0,8580.0,8580.0,114.0,3.21
65000,16.8,1497.0,1497.0,1163.0,6.25
86916,18.9,1197.0,1197.0,82.0,3.68
11000,18.8,3456.0,3456.0,259.0,66.0
108662,17.0,1198.0,1198.0,1085.0,7.12
130000,15.6,1497.0,1497.0,1163.0,4.5
29000,10.63,2979.0,2979.0,410.0,71.0
63307,18.9,1197.0,1197.0,8186.0,5.44
84000,16.38,1995.0,1995.0,18246.0,15.9
101927,21.4,1197.0,1197.0,831.0,5.14
31900,16.47,1998.0,1998.0,231.0,31.0
76000,12.0,1991.0,1991.0,18103.0,23.9
40775,20.04,1462.0,1462.0,10325.0,8.14
18346,13.5,2925.0,2925.0,28161.0,97.0
46001,2925.0,3260000000000.0,3260000000000.0,700.0,1.06
59710,25.1,1248.0,1248.0,885.0,7.8
40000,17.4,1497.0,1497.0,1176.0,10.95
76000,2987.0,1652243800.0,1652243800.0,510.0,19.99
8000,11.21,2995.0,2995.0,33525.0,87.0
67606,17.5,1199.0,1199.0,887.0,6.82
72135,15.73,1968.0,1968.0,17433.0,15.75
96658,18.6,1197.0,1197.0,8183.0,5.1
29000,17.84,1395.0,1395.0,14751.0,27.25
76000,14.75,2967.0,2967.0,245.0,45.0
26750,19.12,1373.0,1373.0,911.0,8.62
92762,10.13,3498.0,3498.0,3649.0,8.25
14000,19.33,1999.0,1999.0,177.0,35.5
43293,19.49,1198.0,1198.0,6704.0,4.12
102786,17.0,1497.0,1497.0,1186600.0,5.95
98751,19.49,1198.0,1198.0,6704.0,2.98
53000,12.8,2998.0,2998.0,2396.0,34.9
54776,22.69,1995.0,1995.0,190.0,18.9
59870,28.09,1248.0,1248.0,885.0,7.27
50000,18.9,1197.0,1197.0,8186.0,3.95
38000,8.13,2925.0,2925.0,28161.0,2.45
80330,1197.0,8580.0,8580.0,114.0,2.93
94000,16.8,1497.0,1497.0,1163.0,6.25
37800,12.83,1999.0,1999.0,14831.0,37.9
8000,11.21,2995.0,2995.0,33525.0,87.0
67606,17.5,1199.0,1199.0,887.0,6.82
72135,15.73,1968.0,1968.0,17433.0,15.75
96658,18.6,1197.0,1197.0,8183.0,5.1
29000,17.84,1395.0,1395.0,14751.0,27.25
76000,14.75,2967.0,2967.0,245.0,45.0
26750,19.12,1373.0,1373.0,911.0,8.62
92762,10.13,3498.0,3498.0,3649.0,8.25
14000,19.33,1999.0,1999.0,177.0,35.5
43293,19.49,1198.0,1198.0,6704.0,4.12
102786,17.0,1497.0,1497.0,1186600.0,5.95
98751,19.49,1198.0,1198.0,6704.0,2.98
53000,12.8,2998.0,2998.0,2396.0,34.9
54776,22.69,1995.0,1995.0,190.0,18.9
59870,28.09,1248.0,1248.0,885.0,7.27
50000,18.9,1197.0,1197.0,8186.0,3.95
38000,8.13,2925.0,2925.0,28161.0,2.45
80330,1197.0,8580.0,8580.0,114.0,2.93
94000,16.8,1497.0,1497.0,1163.0,6.25
37800,12.83,1999.0,1999.0,14831.0,37.9
25000,14.75,2967.0,2967.0,245.0,65.5
29294,16.35,1956.0,1956.0,16767.0,13.65
6800,16.8,1497.0,1497.0,11342.0,16.95
16847,20.4,1194.0,1194.0,9493.0,5.94
70000,17.9,2143.0,2143.0,1341.0,17.5
25500,13.47,1984.0,1984.0,24559.0,55.8
65865,19.6,1461.0,1461.0,10845.0,7.99
1000,14.11,1984.0,1984.0,2413.0,55.9
60000,14.7,1984.0,1984.0,181.0,38.0
54000,21.19,1497.0,1497.0,10849.0,9.99
5500,13.02,2998.0,2998.0,36878.0,72.0
20866,17.1,1199.0,1199.0,8850.0,8.14
5000,22.94,1197.0,1197.0,8850.0,9.85
130363,18.6,1197.0,1197.0,858.0,1.3
73937,17.3,1497.0,1497.0,121.0,8.99
40000,1396.0,887.0,887.0,2197.0,7.99
15000,1950.0,24138.0,24138.0,500.0,74.5
42014,19.49,1198.0,1198.0,6704.0,4.25
34000,13.96,1451.0,1451.0,141.0,16.4
73000,24.3,1248.0,1248.0,885.0,7.0
59841,25.1,1248.0,1248.0,885.0,8.74
37000,16.8,1497.0,1497.0,11342.0,15.25
81949,17.71,1197.0,1197.0,789.0,2.92
50000,1197.0,789.0,789.0,1117.0,4.25
50000,814.0,552.0,552.0,745.0,1.75
34769,18.3,1498.0,1498.0,11935.0,13.08
79656,1197.0,8180.0,8180.0,113.0,3.1
55000,12.6,1950.0,1950.0,194.0,34.75
84310,18.6,1197.0,1197.0,8183.0,5.64
23000,18.9,1197.0,1197.0,8186.0,5.15
79362,19.49,1198.0,1198.0,6704.0,3.42
18000,16.55,1995.0,1995.0,18774.0,49.5
102511,1197.0,8580.0,8580.0,114.0,2.49
70000,26.08,1462.0,1462.0,9119.0,7.65
80000,11.0,2987.0,2987.0,258.0,48.5
105446,18.9,1197.0,1197.0,82.0,3.75
54000,21.4,1197.0,1197.0,831.0,4.25
75865,1086.0,6805.0,6805.0,9904.0,2.65
64690,16.8,1497.0,1497.0,11343.0,10.0
5103,1197.0,8180.0,8180.0,1138.0,10.85
52000,624.0,3748.0,3748.0,51.0,1.5
18706,1198.0,82.0,82.0,115.0,4.24
43687,19.1,1197.0,1197.0,82.0,5.2
51000,18.15,998.0,998.0,11835.0,9.75
60758,16.8,1497.0,1497.0,1163.0,4.4
42000,23.7,1396.0,1396.0,887.0,10.5
42261,24.3,1248.0,1248.0,885.0,8.85
75499,1197.0,82.0,82.0,114.0,4.56
120000,22.7,1582.0,1582.0,12624.0,3.99
87109,1197.0,82.0,82.0,114.0,4.59
69000,18.49,1493.0,1493.0,100.0,8.5
109000,22.0,1498.0,1498.0,108495.0,6.25
90001,18.23,1582.0,1582.0,1262.0,10.75
13000,18.89,1498.0,1498.0,14751.0,16.5
60000,22.07,1199.0,1199.0,739.0,2.4
75000,1495.0,94.0,94.0,125.0,1.9
76000,17.99,1462.0,1462.0,1032.0,9.25
82000,20.77,1248.0,1248.0,8876.0,6.5
42261,24.3,1248.0,1248.0,885.0,8.85
87109,1197.0,82.0,82.0,114.0,4.59
82000,20.77,1248.0,1248.0,8876.0,6.5
47057,814.0,552.0,552.0,745.0,3.17
123715,17.0,1591.0,1591.0,1213.0,7.7
60000,1199.0,84.0,84.0,114.0,4.75
36522,19.01,1199.0,1199.0,8482.0,5.44
63000,16.09,1598.0,1598.0,1032.0,5.8
23285,17.74,999.0,999.0,7510.0,5.73
14596,20.7,1197.0,1197.0,8186.0,6.41
48401,14.84,2143.0,2143.0,170.0,12.0
34377,21.01,1197.0,1197.0,8180.0,7.57
127000,11.74,2987.0,2987.0,2548.0,11.0
70000,16.1,1950.0,1950.0,1917.0,39.95
90000,16.09,1995.0,1995.0,184.0,12.0
65000,21.7,1498.0,1498.0,9896.0,7.25
80000,17.1,1956.0,1956.0,17063.0,16.5
89000,24.2,1498.0,1498.0,986.0,5.5
90000,21.7,1498.0,1498.0,9896.0,7.75
109000,22.15,1498.0,1498.0,1086.0,7.25
66302,19.7,1497.0,1497.0,11505.0,11.24
79247,22.41,1197.0,1197.0,8850.0,4.1
46000,13.79,1998.0,1998.0,192.0,33.0
82051,27.39,1248.0,1248.0,74.0,6.07
31655,22.38,1197.0,1197.0,8850.0,7.75
16000,18.9,1197.0,1197.0,8186.0,5.75
59965,25.5,1498.0,1498.0,986.0,7.61
60000,17.0,1197.0,1197.0,805200.0,1.75
103209,21.4,1197.0,1197.0,831.0,5.02
29497,21.4,1197.0,1197.0,831.0,5.59
51000,1197.0,789.0,789.0,1117.0,2.9
22849,20.7,1197.0,1197.0,8186.0,6.83
66000,22.54,1396.0,1396.0,8873.0,5.75
43000,20.68,1995.0,1995.0,190.0,29.5
68000,24.3,1248.0,1248.0,885.0,7.5
61000,17.9,2143.0,2143.0,170.0,37.5
35000,20.65,1462.0,1462.0,10325.0,6.8
47000,19.56,1197.0,1197.0,8180.0,6.75
54000,24.3,1248.0,1248.0,885.0,8.75
72000,18.0,1497.0,1497.0,1173.0,6.15
62039,796.0,4733.0,4733.0,69.0,3.02
23428,21.01,1197.0,1197.0,8180.0,7.14
53000,25.1,1248.0,1248.0,885.0,7.95
47925,16.8,1497.0,1497.0,1163.0,4.53
59011,1197.0,82.0,82.0,114.0,4.26
